cause,sex,age,year,deaths
068-072  XI.Diseases of the digestive system,Males,30,1991,137.17943680419123
068-072  XI.Diseases of the digestive system,Males,30,1990,177.06548279689235
068-072  XI.Diseases of the digestive system,Males,30,1989,162.1344398340249
068-072  XI.Diseases of the digestive system,Males,30,1988,127.06064947468958
068-072  XI.Diseases of the digestive system,Males,30,1987,139
068-072  XI.Diseases of the digestive system,Males,30,1986,118
068-072  XI.Diseases of the digestive system,Males,30,1985,122.15551306564691
068-072  XI.Diseases of the digestive system,Males,30,1984,129.08285163776495
068-072  XI.Diseases of the digestive system,Males,30,1983,127.1620931716656
068-072  XI.Diseases of the digestive system,Males,30,1982,122.08271186440678
068-072  XI.Diseases of the digestive system,Males,30,1981,148.19109102646868
068-072  XI.Diseases of the digestive system,Males,30,1980,134.0809667673716
068-072  XI.Diseases of the digestive system,Males,35,2021,53.13107996702391
068-072  XI.Diseases of the digestive system,Males,35,2020,49.196787148594375
068-072  XI.Diseases of the digestive system,Males,35,2019,49.16013071895425
068-072  XI.Diseases of the digestive system,Males,35,2018,37.05845181674565
068-072  XI.Diseases of the digestive system,Males,35,2017,50
068-072  XI.Diseases of the digestive system,Males,35,2016,46.10502283105023
068-072  XI.Diseases of the digestive system,Males,35,2015,59.081717451523545
068-072  XI.Diseases of the digestive system,Males,35,2014,52.03915662650602
068-072  XI.Diseases of the digestive system,Males,35,2013,62.083109919571044
068-072  XI.Diseases of the digestive system,Males,35,2012,68.07957870099473
068-072  XI.Diseases of the digestive system,Males,35,2011,96.05405405405405
068-072  XI.Diseases of the digestive system,Males,35,2010,95.05074786324786
068-072  XI.Diseases of the digestive system,Males,35,2009,104.05153617443013
068-072  XI.Diseases of the digestive system,Males,35,2008,114.20485175202157
068-072  XI.Diseases of the digestive system,Males,35,2007,124.05196982397318
068-072  XI.Diseases of the digestive system,Males,35,2006,142.22968054993933
068-072  XI.Diseases of the digestive system,Males,35,2005,147.16616428033157
068-072  XI.Diseases of the digestive system,Males,35,2004,177.18769883351007
068-072  XI.Diseases of the digestive system,Males,35,2003,165.1797385620915
068-072  XI.Diseases of the digestive system,Males,35,2002,195.138346931536
068-072  XI.Diseases of the digestive system,Males,35,2001,207.21180081855388
068-072  XI.Diseases of the digestive system,Males,35,2000,182.0620313565099
068-072  XI.Diseases of the digestive system,Males,35,1999,195.26675786593708
068-072  XI.Diseases of the digestive system,Males,35,1998,217
068-072  XI.Diseases of the digestive system,Males,35,1997,205.13200257566
068-072  XI.Diseases of the digestive system,Males,35,1996,220.06109414051653
068-072  XI.Diseases of the digestive system,Males,35,1995,210.06094022054555
068-072  XI.Diseases of the digestive system,Males,35,1994,219.20764854614413
068-072  XI.Diseases of the digestive system,Males,35,1993,209
068-072  XI.Diseases of the digestive system,Males,35,1992,224.15914742451156
068-072  XI.Diseases of the digestive system,Males,35,1991,213.07874306839187
068-072  XI.Diseases of the digestive system,Males,35,1990,241
068-072  XI.Diseases of the digestive system,Males,35,1989,232
068-072  XI.Diseases of the digestive system,Males,35,1988,211.17813423385394
068-072  XI.Diseases of the digestive system,Males,35,1987,219.09639084507043
068-072  XI.Diseases of the digestive system,Males,35,1986,234
068-072  XI.Diseases of the digestive system,Males,35,1985,244.11280628756356
068-072  XI.Diseases of the digestive system,Males,35,1984,230
068-072  XI.Diseases of the digestive system,Males,35,1983,224.10921501706486
068-072  XI.Diseases of the digestive system,Males,35,1982,214
068-072  XI.Diseases of the digestive system,Males,35,1981,212.108773730118
068-072  XI.Diseases of the digestive system,Males,35,1980,211.11076115485565
068-072  XI.Diseases of the digestive system,Males,40,2021,131.1190368014539
068-072  XI.Diseases of the digestive system,Males,40,2020,126.05545774647888
068-072  XI.Diseases of the digestive system,Males,40,2019,92
068-072  XI.Diseases of the digestive system,Males,40,2018,119.16073840612337
068-072  XI.Diseases of the digestive system,Males,40,2017,163.07348963029756
068-072  XI.Diseases of the digestive system,Males,40,2016,133.29026625927543
068-072  XI.Diseases of the digestive system,Males,40,2015,130.22269807280514
068-072  XI.Diseases of the digestive system,Males,40,2014,146.23701298701297
068-072  XI.Diseases of the digestive system,Males,40,2013,180.1423487544484
068-072  XI.Diseases of the digestive system,Males,40,2012,231.65208186309104
068-072  XI.Diseases of the digestive system,Males,40,2011,224.2299007868628
068-072  XI.Diseases of the digestive system,Males,40,2010,250.1605136436597
068-072  XI.Diseases of the digestive system,Males,40,2009,289.17856039542784
068-072  XI.Diseases of the digestive system,Males,40,2008,277.3140589569161
068-072  XI.Diseases of the digestive system,Males,40,2007,340.17927761666226
068-072  XI.Diseases of the digestive system,Males,40,2006,314
068-072  XI.Diseases of the digestive system,Males,40,2005,329
068-072  XI.Diseases of the digestive system,Males,40,2004,304.25418060200667
068-072  XI.Diseases of the digestive system,Males,40,2003,354.0912606341841
068-072  XI.Diseases of the digestive system,Males,40,2002,338.3623693379791
068-072  XI.Diseases of the digestive system,Males,40,2001,308.43638424482856
068-072  XI.Diseases of the digestive system,Males,40,2000,310.2530612244898
068-072  XI.Diseases of the digestive system,Males,40,1999,318.1815586640023
068-072  XI.Diseases of the digestive system,Males,40,1998,301
068-072  XI.Diseases of the digestive system,Males,40,1997,267.07925200356186
068-072  XI.Diseases of the digestive system,Males,40,1996,324.4589235127479
068-072  XI.Diseases of the digestive system,Males,40,1995,308.2720047100383
068-072  XI.Diseases of the digestive system,Males,40,1994,297
068-072  XI.Diseases of the digestive system,Males,40,1993,302.0906362545018
068-072  XI.Diseases of the digestive system,Males,40,1992,327.19475878499105
068-072  XI.Diseases of the digestive system,Males,40,1991,345
068-072  XI.Diseases of the digestive system,Males,40,1990,337
068-072  XI.Diseases of the digestive system,Males,40,1989,377.11469425007607
068-072  XI.Diseases of the digestive system,Males,40,1988,342.1081936096172
068-072  XI.Diseases of the digestive system,Males,40,1987,368
068-072  XI.Diseases of the digestive system,Males,40,1986,351.1232876712329
068-072  XI.Diseases of the digestive system,Males,40,1985,361.25043357613595
068-072  XI.Diseases of the digestive system,Males,40,1984,328
068-072  XI.Diseases of the digestive system,Males,40,1983,329
068-072  XI.Diseases of the digestive system,Males,40,1982,322.12418048592366
068-072  XI.Diseases of the digestive system,Males,40,1981,353
068-072  XI.Diseases of the digestive system,Males,40,1980,363.25112417848493
068-072  XI.Diseases of the digestive system,Males,45,2021,251.26737683089215
068-072  XI.Diseases of the digestive system,Males,45,2020,256.1964696853415
068-072  XI.Diseases of the digestive system,Males,45,2019,273.2176454956152
068-072  XI.Diseases of the digestive system,Males,45,2018,295.3115922894111
068-072  XI.Diseases of the digestive system,Males,45,2017,336.43087971274684
068-072  XI.Diseases of the digestive system,Males,45,2016,334.582461385152
068-072  XI.Diseases of the digestive system,Males,45,2015,368.8029090909091
068-072  XI.Diseases of the digestive system,Males,45,2014,377.16886898096305
068-072  XI.Diseases of the digestive system,Males,45,2013,434.3812033377251
068-072  XI.Diseases of the digestive system,Males,45,2012,412.3474594138731
068-072  XI.Diseases of the digestive system,Males,45,2011,497.1048523206751
068-072  XI.Diseases of the digestive system,Males,45,2010,465.28278937766066
068-072  XI.Diseases of the digestive system,Males,45,2009,481.57558835261267
068-072  XI.Diseases of the digestive system,Males,45,2008,498.5674135966578
068-072  XI.Diseases of the digestive system,Males,45,2007,517.610029498525
068-072  XI.Diseases of the digestive system,Males,45,2006,486.3867886987664
068-072  XI.Diseases of the digestive system,Males,45,2005,481.24600638977637
068-072  XI.Diseases of the digestive system,Males,45,2004,457.4431730023274
068-072  XI.Diseases of the digestive system,Males,45,2003,442.1807031888798
068-072  XI.Diseases of the digestive system,Males,45,2002,426.0879075526207
068-072  XI.Diseases of the digestive system,Males,45,2001,423.6409090909091
068-072  XI.Diseases of the digestive system,Males,45,2000,405.17604868506845
068-072  XI.Diseases of the digestive system,Males,45,1999,399.1723169941697
068-072  XI.Diseases of the digestive system,Males,45,1998,365.24284763805724
068-072  XI.Diseases of the digestive system,Males,45,1997,452.28680203045684
068-072  XI.Diseases of the digestive system,Males,45,1996,442.1878453038674
068-072  XI.Diseases of the digestive system,Males,45,1995,429.17607223476296
068-072  XI.Diseases of the digestive system,Males,45,1994,456.37216894511323
068-072  XI.Diseases of the digestive system,Males,45,1993,464.28712871287127
068-072  XI.Diseases of the digestive system,Males,45,1992,505.44172315766457
068-072  XI.Diseases of the digestive system,Males,45,1991,456.20052770448547
068-072  XI.Diseases of the digestive system,Males,45,1990,518
068-072  XI.Diseases of the digestive system,Males,45,1989,483.1115215885477
068-072  XI.Diseases of the digestive system,Males,45,1988,462.1125730994152
068-072  XI.Diseases of the digestive system,Males,45,1987,460.23344328850544
068-072  XI.Diseases of the digestive system,Males,45,1986,491.1196685352181
068-072  XI.Diseases of the digestive system,Males,45,1985,527.1199635784202
068-072  XI.Diseases of the digestive system,Males,45,1984,569.126867335563
068-072  XI.Diseases of the digestive system,Males,45,1983,593.1263853367434
068-072  XI.Diseases of the digestive system,Males,45,1982,665.2765072765072
068-072  XI.Diseases of the digestive system,Males,45,1981,691.1368045931499
068-072  XI.Diseases of the digestive system,Males,45,1980,658.5248255234297
068-072  XI.Diseases of the digestive system,Males,50,2021,566.0456508328192
068-072  XI.Diseases of the digestive system,Males,50,2020,550.9569377990431
068-072  XI.Diseases of the digestive system,Males,50,2019,570.6912232833106
068-072  XI.Diseases of the digestive system,Males,50,2018,554.7470782139646
068-072  XI.Diseases of the digestive system,Males,50,2017,575.9458651114102
068-072  XI.Diseases of the digestive system,Males,50,2016,606.6189989785495
068-072  XI.Diseases of the digestive system,Males,50,2015,626.455405208788
068-072  XI.Diseases of the digestive system,Males,50,2014,606.3567328918323
068-072  XI.Diseases of the digestive system,Males,50,2013,637.277600232423
068-072  XI.Diseases of the digestive system,Males,50,2012,640.6465579448694
068-072  XI.Diseases of the digestive system,Males,50,2011,622.5222502099076
068-072  XI.Diseases of the digestive system,Males,50,2010,663.4653937947494
068-072  XI.Diseases of the digestive system,Males,50,2009,634.6419788803703
068-072  XI.Diseases of the digestive system,Males,50,2008,586.5833333333334
068-072  XI.Diseases of the digestive system,Males,50,2007,632.2742262076945
068-072  XI.Diseases of the digestive system,Males,50,2006,589.1708980124764
068-072  XI.Diseases of the digestive system,Males,50,2005,591.4344949272166
068-072  XI.Diseases of the digestive system,Males,50,2004,555.4135002235137
068-072  XI.Diseases of the digestive system,Males,50,2003,621.3733092876465
068-072  XI.Diseases of the digestive system,Males,50,2002,566.1696897016939
068-072  XI.Diseases of the digestive system,Males,50,2001,557.5853475454136
068-072  XI.Diseases of the digestive system,Males,50,2000,563.3367728428294
068-072  XI.Diseases of the digestive system,Males,50,1999,542.2413537182722
068-072  XI.Diseases of the digestive system,Males,50,1998,543.2488542621448
068-072  XI.Diseases of the digestive system,Males,50,1997,543.166922840455
068-072  XI.Diseases of the digestive system,Males,50,1996,547.4227855928274
068-072  XI.Diseases of the digestive system,Males,50,1995,509.24672806592343
068-072  XI.Diseases of the digestive system,Males,50,1994,573.2863568215892
068-072  XI.Diseases of the digestive system,Males,50,1993,560.1920768307323
068-072  XI.Diseases of the digestive system,Males,50,1992,590.2026794915837
068-072  XI.Diseases of the digestive system,Males,50,1991,668
068-072  XI.Diseases of the digestive system,Males,50,1990,684.2133832475433
068-072  XI.Diseases of the digestive system,Males,50,1989,728
068-072  XI.Diseases of the digestive system,Males,50,1988,778.4387424221063
068-072  XI.Diseases of the digestive system,Males,50,1987,779
068-072  XI.Diseases of the digestive system,Males,50,1986,882.4698361965641
068-072  XI.Diseases of the digestive system,Males,50,1985,925.3558604770454
068-072  XI.Diseases of the digestive system,Males,50,1984,918
068-072  XI.Diseases of the digestive system,Males,50,1983,930.8562409575168
068-072  XI.Diseases of the digestive system,Males,50,1982,939.6103744149766
068-072  XI.Diseases of the digestive system,Males,50,1981,1040.2660867340412
068-072  XI.Diseases of the digestive system,Males,50,1980,987.2555339805825
068-072  XI.Diseases of the digestive system,Males,55,2021,845.6028867154116
068-072  XI.Diseases of the digestive system,Males,55,2020,790.0487040729137
068-072  XI.Diseases of the digestive system,Males,55,2019,776.2042888221279
068-072  XI.Diseases of the digestive system,Males,55,2018,766.6191149727217
068-072  XI.Diseases of the digestive system,Males,55,2017,711.5862104503761
068-072  XI.Diseases of the digestive system,Males,55,2016,713.7404714923669
068-072  XI.Diseases of the digestive system,Males,55,2015,737.5295627181277
068-072  XI.Diseases of the digestive system,Males,55,2014,646.4870745368376
068-072  XI.Diseases of the digestive system,Males,55,2013,719.2343800934478
068-072  XI.Diseases of the digestive system,Males,55,2012,732.3986059681987
068-072  XI.Diseases of the digestive system,Males,55,2011,718.5495899398578
068-072  XI.Diseases of the digestive system,Males,55,2010,681.7467105263158
068-072  XI.Diseases of the digestive system,Males,55,2009,729.3984913086258
068-072  XI.Diseases of the digestive system,Males,55,2008,691.4544059622972
068-072  XI.Diseases of the digestive system,Males,55,2007,736.3905338002759
068-072  XI.Diseases of the digestive system,Males,55,2006,725.307659664757
068-072  XI.Diseases of the digestive system,Males,55,2005,692.508930447573
068-072  XI.Diseases of the digestive system,Males,55,2004,697.598475904261
068-072  XI.Diseases of the digestive system,Males,55,2003,719.2259821896281
068-072  XI.Diseases of the digestive system,Males,55,2002,654.215533340657
068-072  XI.Diseases of the digestive system,Males,55,2001,674.2991566799823
068-072  XI.Diseases of the digestive system,Males,55,2000,616.6436781609195
068-072  XI.Diseases of the digestive system,Males,55,1999,660.2269080907632
068-072  XI.Diseases of the digestive system,Males,55,1998,583.5080926294821
068-072  XI.Diseases of the digestive system,Males,55,1997,613.154778437066
068-072  XI.Diseases of the digestive system,Males,55,1996,666.2319749216301
068-072  XI.Diseases of the digestive system,Males,55,1995,751.1677649949737
068-072  XI.Diseases of the digestive system,Males,55,1994,779.256474978051
068-072  XI.Diseases of the digestive system,Males,55,1993,846.6068244697202
068-072  XI.Diseases of the digestive system,Males,55,1992,923.0884947267498
068-072  XI.Diseases of the digestive system,Males,55,1991,1049.1932037940878
068-072  XI.Diseases of the digestive system,Males,55,1990,1089.2002942799338
068-072  XI.Diseases of the digestive system,Males,55,1989,1158.4136822363132
068-072  XI.Diseases of the digestive system,Males,55,1988,1168.2092439985668
068-072  XI.Diseases of the digestive system,Males,55,1987,1123.103760510025
068-072  XI.Diseases of the digestive system,Males,55,1986,1201.326358695652
068-072  XI.Diseases of the digestive system,Males,55,1985,1187.3198598760441
068-072  XI.Diseases of the digestive system,Males,55,1984,1119.3041036325753
068-072  XI.Diseases of the digestive system,Males,55,1983,1118.3088397790054
068-072  XI.Diseases of the digestive system,Males,55,1982,1223.3430895829438
068-072  XI.Diseases of the digestive system,Males,55,1981,1207.2231053604437
068-072  XI.Diseases of the digestive system,Males,55,1980,1285.118128332414
068-072  XI.Diseases of the digestive system,Males,60,2021,953.468052296346
068-072  XI.Diseases of the digestive system,Males,60,2020,882.7128232758621
068-072  XI.Diseases of the digestive system,Males,60,2019,863.0586429229352
068-072  XI.Diseases of the digestive system,Males,60,2018,855.0474511307015
068-072  XI.Diseases of the digestive system,Males,60,2017,825.6666666666666
068-072  XI.Diseases of the digestive system,Males,60,2016,818.7200128030728
068-072  XI.Diseases of the digestive system,Males,60,2015,865.4071661237786
068-072  XI.Diseases of the digestive system,Males,60,2014,753.3748133399702
068-072  XI.Diseases of the digestive system,Males,60,2013,785.5743902439025
068-072  XI.Diseases of the digestive system,Males,60,2012,812.5171151090591
068-072  XI.Diseases of the digestive system,Males,60,2011,786.7636010362694
068-072  XI.Diseases of the digestive system,Males,60,2010,762.5542713973975
068-072  XI.Diseases of the digestive system,Males,60,2009,782.558261283414
068-072  XI.Diseases of the digestive system,Males,60,2008,831.1302712023828
068-072  XI.Diseases of the digestive system,Males,60,2007,830.7211690363349
068-072  XI.Diseases of the digestive system,Males,60,2006,796.7209551255661
068-072  XI.Diseases of the digestive system,Males,60,2005,782.4563568153397
068-072  XI.Diseases of the digestive system,Males,60,2004,779.8140729774449
068-072  XI.Diseases of the digestive system,Males,60,2003,775.408575696336
068-072  XI.Diseases of the digestive system,Males,60,2002,716.7043462707924
068-072  XI.Diseases of the digestive system,Males,60,2001,813.2790458211773
068-072  XI.Diseases of the digestive system,Males,60,2000,816.3366336633663
068-072  XI.Diseases of the digestive system,Males,60,1999,879.8888456751712
068-072  XI.Diseases of the digestive system,Males,60,1998,931.3410506264195
068-072  XI.Diseases of the digestive system,Males,60,1997,1007.503751875938
068-072  XI.Diseases of the digestive system,Males,60,1996,1029.4966558643039
068-072  XI.Diseases of the digestive system,Males,60,1995,1092.3641699459747
068-072  XI.Diseases of the digestive system,Males,60,1994,1152.3864475008386
068-072  XI.Diseases of the digestive system,Males,60,1993,1211.2373734073833
068-072  XI.Diseases of the digestive system,Males,60,1992,1335.945954650863
068-072  XI.Diseases of the digestive system,Males,60,1991,1312.424348276085
068-072  XI.Diseases of the digestive system,Males,60,1990,1278.5058381159706
068-072  XI.Diseases of the digestive system,Males,60,1989,1319.957373804025
068-072  XI.Diseases of the digestive system,Males,60,1988,1334.5257833541352
068-072  XI.Diseases of the digestive system,Males,60,1987,1380.6355681294822
068-072  XI.Diseases of the digestive system,Males,60,1986,1375.7136832543956
068-072  XI.Diseases of the digestive system,Males,60,1985,1419.3719771937872
068-072  XI.Diseases of the digestive system,Males,60,1984,1422.290480729947
068-072  XI.Diseases of the digestive system,Males,60,1983,1353.3847028717657
068-072  XI.Diseases of the digestive system,Males,60,1982,1331.306587837838
068-072  XI.Diseases of the digestive system,Males,60,1981,1241.3898531375166
068-072  XI.Diseases of the digestive system,Males,60,1980,1246.4057971014493
068-072  XI.Diseases of the digestive system,Males,65,2021,1089.7547443685824
068-072  XI.Diseases of the digestive system,Males,65,2020,984.2092314275018
068-072  XI.Diseases of the digestive system,Males,65,2019,967.604947387853
068-072  XI.Diseases of the digestive system,Males,65,2018,1011.4534116800576
068-072  XI.Diseases of the digestive system,Males,65,2017,993.8284862932062
068-072  XI.Diseases of the digestive system,Males,65,2016,934.5762036925305
068-072  XI.Diseases of the digestive system,Males,65,2015,938.7293998571089
068-072  XI.Diseases of the digestive system,Males,65,2014,908.8825709252171
068-072  XI.Diseases of the digestive system,Males,65,2013,899.0476482868721
068-072  XI.Diseases of the digestive system,Males,65,2012,922.9636643098678
068-072  XI.Diseases of the digestive system,Males,65,2011,888.9667008196722
068-072  XI.Diseases of the digestive system,Males,65,2010,866.5627761892383
068-072  XI.Diseases of the digestive system,Males,65,2009,914.9417219395968
068-072  XI.Diseases of the digestive system,Males,65,2008,854.5881137662695
068-072  XI.Diseases of the digestive system,Males,65,2007,888.2556963731967
068-072  XI.Diseases of the digestive system,Males,65,2006,927.3658729114591
068-072  XI.Diseases of the digestive system,Males,65,2005,936.7444933920705
068-072  XI.Diseases of the digestive system,Males,65,2004,1001.957264957265
068-072  XI.Diseases of the digestive system,Males,65,2003,1051.7512922027934
068-072  XI.Diseases of the digestive system,Males,65,2002,1144.842903005105
068-072  XI.Diseases of the digestive system,Males,65,2001,1165.972403359591
068-072  XI.Diseases of the digestive system,Males,65,2000,1195.0751375687844
068-072  XI.Diseases of the digestive system,Males,65,1999,1254.8313680920585
068-072  XI.Diseases of the digestive system,Males,65,1998,1281.0596026490066
068-072  XI.Diseases of the digestive system,Males,65,1997,1240.8584709722086
068-072  XI.Diseases of the digestive system,Males,65,1996,1325.452902973778
068-072  XI.Diseases of the digestive system,Males,65,1995,1339.6579205974842
068-072  XI.Diseases of the digestive system,Males,65,1994,1381.3418486063667
068-072  XI.Diseases of the digestive system,Males,65,1993,1415.8237520011644
068-072  XI.Diseases of the digestive system,Males,65,1992,1409.7707877461708
068-072  XI.Diseases of the digestive system,Males,65,1991,1464.5660158515368
068-072  XI.Diseases of the digestive system,Males,65,1990,1496.589847215377
068-072  XI.Diseases of the digestive system,Males,65,1989,1483.826895782644
068-072  XI.Diseases of the digestive system,Males,65,1988,1474.7881931447516
068-072  XI.Diseases of the digestive system,Males,65,1987,1399.5555366462447
068-072  XI.Diseases of the digestive system,Males,65,1986,1338.7082696153393
068-072  XI.Diseases of the digestive system,Males,65,1985,1292.544032723773
068-072  XI.Diseases of the digestive system,Males,65,1984,1262.6232483486635
068-072  XI.Diseases of the digestive system,Males,65,1983,1305.3977203462148
068-072  XI.Diseases of the digestive system,Males,65,1982,1350.4149760236076
068-072  XI.Diseases of the digestive system,Males,65,1981,1366.079622289578
068-072  XI.Diseases of the digestive system,Males,65,1980,1389.570431211499
068-072  XI.Diseases of the digestive system,Males,70,2021,1212.7909414971691
068-072  XI.Diseases of the digestive system,Males,70,2020,1214.9014559868137
068-072  XI.Diseases of the digestive system,Males,70,2019,1179.2860562807714
068-072  XI.Diseases of the digestive system,Males,70,2018,1177.535059331176
068-072  XI.Diseases of the digestive system,Males,70,2017,1129.8709915223
068-072  XI.Diseases of the digestive system,Males,70,2016,1050.2607861936722
068-072  XI.Diseases of the digestive system,Males,70,2015,1004.5948250939578
068-072  XI.Diseases of the digestive system,Males,70,2014,971.7251892880736
068-072  XI.Diseases of the digestive system,Males,70,2013,902.4064484874583
068-072  XI.Diseases of the digestive system,Males,70,2012,950.4958230441864
068-072  XI.Diseases of the digestive system,Males,70,2011,1034.416505840528
068-072  XI.Diseases of the digestive system,Males,70,2010,1014.403533079321
068-072  XI.Diseases of the digestive system,Males,70,2009,1108.4586352941176
068-072  XI.Diseases of the digestive system,Males,70,2008,1230.0927244920254
068-072  XI.Diseases of the digestive system,Males,70,2007,1311.2301638812266
068-072  XI.Diseases of the digestive system,Males,70,2006,1317.93981083405
068-072  XI.Diseases of the digestive system,Males,70,2005,1444.7673670915144
068-072  XI.Diseases of the digestive system,Males,70,2004,1368.54409129859
068-072  XI.Diseases of the digestive system,Males,70,2003,1490.5497732510594
068-072  XI.Diseases of the digestive system,Males,70,2002,1458.6084738665347
068-072  XI.Diseases of the digestive system,Males,70,2001,1433.787900571299
068-072  XI.Diseases of the digestive system,Males,70,2000,1326.361664065771
068-072  XI.Diseases of the digestive system,Males,70,1999,1457.6622840938387
068-072  XI.Diseases of the digestive system,Males,70,1998,1433.0338108239519
068-072  XI.Diseases of the digestive system,Males,70,1997,1428.090770112746
068-072  XI.Diseases of the digestive system,Males,70,1996,1503.483625864296
068-072  XI.Diseases of the digestive system,Males,70,1995,1457.1851622155898
068-072  XI.Diseases of the digestive system,Males,70,1994,1430.7473366834172
068-072  XI.Diseases of the digestive system,Males,70,1993,1397.6363410493188
068-072  XI.Diseases of the digestive system,Males,70,1992,1359.840408145236
068-072  XI.Diseases of the digestive system,Males,70,1991,1393.8814463276835
068-072  XI.Diseases of the digestive system,Males,70,1990,1313.0281657677592
068-072  XI.Diseases of the digestive system,Males,70,1989,1333.288325756843
068-072  XI.Diseases of the digestive system,Males,70,1988,1299.3563862632404
068-072  XI.Diseases of the digestive system,Males,70,1987,1454.6840421528038
068-072  XI.Diseases of the digestive system,Males,70,1986,1420.784025029907
068-072  XI.Diseases of the digestive system,Males,70,1985,1474.6486534060905
068-072  XI.Diseases of the digestive system,Males,70,1984,1471.4595233845055
068-072  XI.Diseases of the digestive system,Males,70,1983,1439.1902684120057
068-072  XI.Diseases of the digestive system,Males,70,1982,1444.649543430345
068-072  XI.Diseases of the digestive system,Males,70,1981,1479.2581377083516
068-072  XI.Diseases of the digestive system,Males,70,1980,1543.7424434626657
068-072  XI.Diseases of the digestive system,Males,75,2021,1377.6404064795252
068-072  XI.Diseases of the digestive system,Males,75,2020,1319.03291911925
068-072  XI.Diseases of the digestive system,Males,75,2019,1384.09160067101
068-072  XI.Diseases of the digestive system,Males,75,2018,1207.988758651038
068-072  XI.Diseases of the digestive system,Males,75,2017,1122.8722624765937
068-072  XI.Diseases of the digestive system,Males,75,2016,1230.4370768153165
068-072  XI.Diseases of the digestive system,Males,75,2015,1308.8148608168335
068-072  XI.Diseases of the digestive system,Males,75,2014,1344.9327357582042
068-072  XI.Diseases of the digestive system,Males,75,2013,1290.6965351198576
068-072  XI.Diseases of the digestive system,Males,75,2012,1508.7292320636873
068-072  XI.Diseases of the digestive system,Males,75,2011,1530.0787291470197
068-072  XI.Diseases of the digestive system,Males,75,2010,1516.5714468835122
068-072  XI.Diseases of the digestive system,Males,75,2009,1588.7215768660406
068-072  XI.Diseases of the digestive system,Males,75,2008,1502.7162236817876
068-072  XI.Diseases of the digestive system,Males,75,2007,1593.3450210378683
068-072  XI.Diseases of the digestive system,Males,75,2006,1602.4259247589641
068-072  XI.Diseases of the digestive system,Males,75,2005,1595.8604776441014
068-072  XI.Diseases of the digestive system,Males,75,2004,1546.2951286736243
068-072  XI.Diseases of the digestive system,Males,75,2003,1589.2152025489304
068-072  XI.Diseases of the digestive system,Males,75,2002,1516.3336107771509
068-072  XI.Diseases of the digestive system,Males,75,2001,1470.907429693438
068-072  XI.Diseases of the digestive system,Males,75,2000,1544.303687221869
068-072  XI.Diseases of the digestive system,Males,75,1999,1561.2951605324981
068-072  XI.Diseases of the digestive system,Males,75,1998,1588.2074496288442
068-072  XI.Diseases of the digestive system,Males,75,1997,1395.0660926816915
068-072  XI.Diseases of the digestive system,Males,75,1996,1389.0482987802575
068-072  XI.Diseases of the digestive system,Males,75,1995,1262.2483170982814
068-072  XI.Diseases of the digestive system,Males,75,1994,1264.4492254733218
068-072  XI.Diseases of the digestive system,Males,75,1993,1355.1914723411064
068-072  XI.Diseases of the digestive system,Males,75,1992,1298.823147047166
068-072  XI.Diseases of the digestive system,Males,75,1991,1331.1929181453029
068-072  XI.Diseases of the digestive system,Males,75,1990,1398.6550867538026
068-072  XI.Diseases of the digestive system,Males,75,1989,1420.4719917012449
068-072  XI.Diseases of the digestive system,Males,75,1988,1409.3071834745272
068-072  XI.Diseases of the digestive system,Males,75,1987,1368.3889561921137
068-072  XI.Diseases of the digestive system,Males,75,1986,1359.5700632033297
068-072  XI.Diseases of the digestive system,Males,75,1985,1347.9578935549068
068-072  XI.Diseases of the digestive system,Males,75,1984,1359.9586925850447
068-072  XI.Diseases of the digestive system,Males,75,1983,1347.5253100382185
068-072  XI.Diseases of the digestive system,Males,75,1982,1305.4341859014348
068-072  XI.Diseases of the digestive system,Males,75,1981,1264.7700743267942
068-072  XI.Diseases of the digestive system,Males,75,1980,1248.6751560549314
068-072  XI.Diseases of the digestive system,Males,80,2021,1535.3496503496503
068-072  XI.Diseases of the digestive system,Males,80,2020,1544.4903701051232
068-072  XI.Diseases of the digestive system,Males,80,2019,1667.943960039015
068-072  XI.Diseases of the digestive system,Males,80,2018,1728.3772605628092
068-072  XI.Diseases of the digestive system,Males,80,2017,1668.1241382912053
068-072  XI.Diseases of the digestive system,Males,80,2016,1696.8809845176656
068-072  XI.Diseases of the digestive system,Males,80,2015,1801.5578534228998
068-072  XI.Diseases of the digestive system,Males,80,2014,1628.624294847687
068-072  XI.Diseases of the digestive system,Males,80,2013,1735.2553441641728
068-072  XI.Diseases of the digestive system,Males,80,2012,1698.3439763258314
068-072  XI.Diseases of the digestive system,Males,80,2011,1580.946743810549
068-072  XI.Diseases of the digestive system,Males,80,2010,1603.7696564571804
068-072  XI.Diseases of the digestive system,Males,80,2009,1641.9005399418525
068-072  XI.Diseases of the digestive system,Males,80,2008,1671.199922478474
068-072  XI.Diseases of the digestive system,Males,80,2007,1645.692214879206
068-072  XI.Diseases of the digestive system,Males,80,2006,1559.9688124981885
068-072  XI.Diseases of the digestive system,Males,80,2005,1643.3633567053737
068-072  XI.Diseases of the digestive system,Males,80,2004,1627.7293251021442
068-072  XI.Diseases of the digestive system,Males,80,2003,1542.6414985590777
068-072  XI.Diseases of the digestive system,Males,80,2002,1442.2502491197768
068-072  XI.Diseases of the digestive system,Males,80,2001,1255.5515701475474
068-072  XI.Diseases of the digestive system,Males,80,2000,1237.6057745696835
068-072  XI.Diseases of the digestive system,Males,80,1999,1283.1083401910623
