cause,sex,age,year,deaths,pop,mxc
062-067  X.Diseases of the respiratory system,Females,95,2002,1586.2443378630428,33567.404428,0.04725549576719399
062-067  X.Diseases of the respiratory system,Females,95,2001,1314.8501600232762,31412.6875,0.04185729603757323
062-067  X.Diseases of the respiratory system,Females,95,2000,1324.2433379339632,27401,0.04832828502368392
062-067  X.Diseases of the respiratory system,Females,95,1999,1536.743130595863,24490.9375,0.0627474195545133
062-067  X.Diseases of the respiratory system,Females,95,1998,1207.9640044994376,22540.625,0.05359052841256343
062-067  X.Diseases of the respiratory system,Females,95,1997,986.8627450980392,20119.578125,0.04904987266466549
062-067  X.Diseases of the respiratory system,Females,95,1996,924.6588486140724,18196,0.05081659972598771
062-067  X.Diseases of the respiratory system,Females,95,1995,746.7935813274981,16668.65625,0.04480226660907343
062-067  X.Diseases of the respiratory system,Females,95,1994,705.364958677686,15600.375,0.04521461558954102
062-067  X.Diseases of the respiratory system,Females,95,1993,675.2598752598752,15526.515625,0.043490754240610587
062-067  X.Diseases of the respiratory system,Females,95,1992,624.5650457563252,15358.125000000002,0.040666751036101415
062-067  X.Diseases of the respiratory system,Females,95,1991,588.1254605747973,15271.5,0.038511309339278876
062-067  X.Diseases of the respiratory system,Females,95,1990,622.8272848185445,14254.440741000002,0.043693561616002824
062-067  X.Diseases of the respiratory system,Females,95,1989,524.4024339933993,13498.21099,0.038849773083403205
062-067  X.Diseases of the respiratory system,Females,95,1988,470.14210985178727,13271.973735,0.03542367693299141
062-067  X.Diseases of the respiratory system,Females,95,1987,406.9290307216004,12999.056756,0.031304504500587964
062-067  X.Diseases of the respiratory system,Females,95,1986,478.9421039664942,12856.985996,0.03725150701070221
062-067  X.Diseases of the respiratory system,Females,95,1985,458.923154446964,12879.59081,0.03563181169471983
062-067  X.Diseases of the respiratory system,Females,95,1984,374.9833479404032,12128.783742,0.030916813747935583
062-067  X.Diseases of the respiratory system,Females,95,1983,405.4641833810888,11508.077922,0.03523300642637835
062-067  X.Diseases of the respiratory system,Females,95,1982,319.10697518444,11398.435827,0.027995681164301213
062-067  X.Diseases of the respiratory system,Females,95,1981,392.409756097561,10951.515811,0.03583154723690524
068-072  XI.Diseases of the digestive system,Males,0,2021,14.26865671641791,170071,8.389823495139036e-5
068-072  XI.Diseases of the digestive system,Males,0,2020,4.428571428571429,180200,2.457586808308229e-5
068-072  XI.Diseases of the digestive system,Males,0,2019,6.888888888888889,185767,3.708349108770067e-5
068-072  XI.Diseases of the digestive system,Males,0,2018,5,194539,2.5701787302289003e-5
068-072  XI.Diseases of the digestive system,Males,0,2017,6.827205882352941,203725.455757,3.3511795847919506e-5
068-072  XI.Diseases of the digestive system,Males,0,2016,11.173469387755102,211057.980913,5.294028370507773e-5
068-072  XI.Diseases of the digestive system,Males,0,2015,4.731343283582089,215729.078627,2.1931875450887538e-5
068-072  XI.Diseases of the digestive system,Males,0,2014,5.477911646586345,216744.196159,2.527362551644907e-5
068-072  XI.Diseases of the digestive system,Males,0,2013,5.154471544715447,223136.328333,2.3100100208797527e-5
068-072  XI.Diseases of the digestive system,Males,0,2012,9.386018237082068,238156.17449599996,3.9411189976263723e-5
068-072  XI.Diseases of the digestive system,Males,0,2011,11.11413043478261,244985.736132,4.536643892113882e-5
068-072  XI.Diseases of the digestive system,Males,0,2010,6.2481203007518795,247827.121258,2.5211608273685608e-5
068-072  XI.Diseases of the digestive system,Males,0,2009,6.896907216494846,260611.94941799995,2.6464278525589703e-5
068-072  XI.Diseases of the digestive system,Males,0,2008,8.618736383442267,259819.412531,3.317202629119921e-5
068-072  XI.Diseases of the digestive system,Males,0,2007,8.843601895734597,249251.370056,3.5480655106319695e-5
068-072  XI.Diseases of the digestive system,Males,0,2006,8.429184549356224,243304.65355,3.464456773172239e-5
068-072  XI.Diseases of the digestive system,Males,0,2005,10.484536082474229,235216.07025500003,4.457406363054974e-5
068-072  XI.Diseases of the digestive system,Males,0,2004,6.544303797468355,228308.720583,2.8664274324507112e-5
068-072  XI.Diseases of the digestive system,Males,0,2003,7.98343685300207,221477.148496,3.604632309570418e-5
068-072  XI.Diseases of the digestive system,Males,0,2002,8.434042553191489,210071.64838400003,4.014840945016292e-5
068-072  XI.Diseases of the digestive system,Males,0,2001,2.035320088300221,204944.000018,9.931103560589532e-6
068-072  XI.Diseases of the digestive system,Males,0,2000,5.74251497005988,198117.235302,2.8985438653564282e-5
068-072  XI.Diseases of the digestive system,Males,0,1999,0,189974.21485100003,0
068-072  XI.Diseases of the digestive system,Males,0,1998,12.213028169014084,188065.14019,6.494041456420581e-5
068-072  XI.Diseases of the digestive system,Males,0,1997,3.450657894736842,187628.557651,1.8390899220977148e-5
068-072  XI.Diseases of the digestive system,Males,0,1996,13.760932944606417,185846.046005,7.40447980487903e-5
068-072  XI.Diseases of the digestive system,Males,0,1995,17.684887459807072,187672.00909299997,9.423295218757641e-5
068-072  XI.Diseases of the digestive system,Males,0,1994,6.863270777479893,195406.492184,3.512304376774367e-5
068-072  XI.Diseases of the digestive system,Males,0,1993,15.245109321058688,201547.190616,7.56403960504942e-5
068-072  XI.Diseases of the digestive system,Males,0,1992,21.25027808676307,201608.572032,1.0540364366744364e-4
068-072  XI.Diseases of the digestive system,Males,0,1991,15.555080213903745,198765.59375,7.825841444907386e-5
068-072  XI.Diseases of the digestive system,Males,0,1990,24.03879310344828,201912.131879,1.1905571438299717e-4
068-072  XI.Diseases of the digestive system,Males,0,1989,54.14506769825919,207889.257102,2.604514944785874e-4
068-072  XI.Diseases of the digestive system,Males,0,1988,55.53431798436142,213211.42421299996,2.6046595856365644e-4
068-072  XI.Diseases of the digestive system,Males,0,1987,57.21195652173913,219924.385819,2.601437594502374e-4
068-072  XI.Diseases of the digestive system,Males,0,1986,54.060957910014515,226573.510912,2.3860228714472947e-4
068-072  XI.Diseases of the digestive system,Males,0,1985,46.83274021352313,239591.17694700003,1.9546938585256418e-4
068-072  XI.Diseases of the digestive system,Males,0,1984,63.28831870357866,247075.393938,2.5614982412801475e-4
068-072  XI.Diseases of the digestive system,Males,0,1983,54.84403669724771,256925.900756,2.1346246733346108e-4
068-072  XI.Diseases of the digestive system,Males,0,1982,73.04982618771727,276140.787256,2.645383426099798e-4
068-072  XI.Diseases of the digestive system,Males,0,1981,80.51038575667656,296547.497095,2.71492379957214e-4
068-072  XI.Diseases of the digestive system,Males,1,2021,0,612155.455733,0
068-072  XI.Diseases of the digestive system,Males,1,2020,3.0521739130434784,641978.877881,4.754321393124156e-6
068-072  XI.Diseases of the digestive system,Males,1,2019,4,661425.124361,6.04754771579683e-6
068-072  XI.Diseases of the digestive system,Males,1,2018,7.198581560283688,667556.8036859999,1.0783474186070463e-5
068-072  XI.Diseases of the digestive system,Males,1,2017,3.021897810218978,673098.023333,4.4895360043628635e-6
068-072  XI.Diseases of the digestive system,Males,1,2016,3.022727272727273,687649.877685,4.395735927276541e-6
068-072  XI.Diseases of the digestive system,Males,1,2015,4.0625,710174.7729249999,5.72042285206466e-6
068-072  XI.Diseases of the digestive system,Males,1,2014,2.041958041958042,733832.0524250001,2.7825958749147667e-6
068-072  XI.Diseases of the digestive system,Males,1,2013,3.06,758214.9843509999,4.0357946798152915e-6
068-072  XI.Diseases of the digestive system,Males,1,2012,3.09375,778022.027063,3.976429834099652e-6
068-072  XI.Diseases of the digestive system,Males,1,2011,3.0670391061452515,784217.2458380001,3.910955953114587e-6
068-072  XI.Diseases of the digestive system,Males,1,2010,1.0159574468085106,773657.216048,1.3131880964004058e-6
068-072  XI.Diseases of the digestive system,Males,1,2009,2.055299539170507,757098.6474499999,2.714705073233198e-6
068-072  XI.Diseases of the digestive system,Males,1,2008,2.044943820224719,741363.6833259999,2.7583544570870165e-6
068-072  XI.Diseases of the digestive system,Males,1,2007,5.1,718541.783704,7.097708324921744e-6
068-072  XI.Diseases of the digestive system,Males,1,2006,7,692197.7060959999,1.0112717708182032e-5
068-072  XI.Diseases of the digestive system,Males,1,2005,5.114678899082569,668372.339318,7.652439513432787e-6
068-072  XI.Diseases of the digestive system,Males,1,2004,1.0149253731343284,646424.709062,1.5700596819806661e-6
068-072  XI.Diseases of the digestive system,Males,1,2003,3.0371900826446283,622622.7933550001,4.878057975164615e-6
068-072  XI.Diseases of the digestive system,Males,1,2002,2.009049773755656,593696.491232,3.3839677401269596e-6
068-072  XI.Diseases of the digestive system,Males,1,2001,3.0276497695852536,571038.889339,5.302002763927125e-6
068-072  XI.Diseases of the digestive system,Males,1,2000,2.018348623853211,564566.267122,3.575042898227314e-6
068-072  XI.Diseases of the digestive system,Males,1,1999,4.077669902912621,564379.800446,7.225045793081629e-6
068-072  XI.Diseases of the digestive system,Males,1,1998,4.035714285714286,571246.469513,7.064751383329896e-6
068-072  XI.Diseases of the digestive system,Males,1,1997,3.011406844106464,586120.124579,5.137866314127168e-6
068-072  XI.Diseases of the digestive system,Males,1,1996,2.031847133757962,601293.053251,3.3791295654796137e-6
068-072  XI.Diseases of the digestive system,Males,1,1995,1.0069444444444444,609836.9918440001,1.6511698337611287e-6
068-072  XI.Diseases of the digestive system,Males,1,1994,8.071856287425149,612030.36757,1.3188653235416368e-5
068-072  XI.Diseases of the digestive system,Males,1,1993,2.012084592145015,613240.765625,3.281067901763425e-6
068-072  XI.Diseases of the digestive system,Males,1,1992,6.049046321525886,618112,9.78632727001884e-6
068-072  XI.Diseases of the digestive system,Males,1,1991,6,626859.4375,9.571523759662628e-6
068-072  XI.Diseases of the digestive system,Males,1,1990,3,647365.1177920001,4.634169987768644e-6
068-072  XI.Diseases of the digestive system,Males,1,1989,6,676764.309737,8.865715750187362e-6
068-072  XI.Diseases of the digestive system,Males,1,1988,8,707338.826704,1.130999698868186e-5
068-072  XI.Diseases of the digestive system,Males,1,1987,9.041284403669724,739092.1256339999,1.2232959992523298e-5
068-072  XI.Diseases of the digestive system,Males,1,1986,10.018214936247723,774965.693645,1.2927301193331166e-5
068-072  XI.Diseases of the digestive system,Males,1,1985,15,816545.529932,1.8370071784299847e-5
068-072  XI.Diseases of the digestive system,Males,1,1984,8,858652.03026,9.316928998092043e-6
068-072  XI.Diseases of the digestive system,Males,1,1983,7,897249.8066120001,7.801617730553635e-6
068-072  XI.Diseases of the digestive system,Males,1,1982,8,933187.896981,8.572764419557064e-6
068-072  XI.Diseases of the digestive system,Males,1,1981,16,968189.397452,1.6525692227272335e-5
068-072  XI.Diseases of the digestive system,Males,5,2021,0,1169162.926766,0
068-072  XI.Diseases of the digestive system,Males,5,2020,3,1192297.558043,2.516150418796551e-6
068-072  XI.Diseases of the digestive system,Males,5,2019,1.0129870129870129,1207455.456579,8.389435879125835e-7
068-072  XI.Diseases of the digestive system,Males,5,2018,2.0388349514563107,1231620.767676,1.655408064694686e-6
068-072  XI.Diseases of the digestive system,Males,5,2017,3,1258470.938182,2.383845275230456e-6
068-072  XI.Diseases of the digestive system,Males,5,2016,0,1272932.50014,0
068-072  XI.Diseases of the digestive system,Males,5,2015,3.025210084033614,1279615.778801,2.3641550332149198e-6
068-072  XI.Diseases of the digestive system,Males,5,2014,1.028301886792453,1279294.698136,8.038037586575972e-7
068-072  XI.Diseases of the digestive system,Males,5,2013,1.0086206896551724,1266861.260553,7.961571807909711e-7
068-072  XI.Diseases of the digestive system,Males,5,2012,3,1245232.991016,2.4091876955109143e-6
068-072  XI.Diseases of the digestive system,Males,5,2011,0,1219745.710449,0
068-072  XI.Diseases of the digestive system,Males,5,2010,2.034188034188034,1196138.671921,1.7006289337014128e-6
068-072  XI.Diseases of the digestive system,Males,5,2009,0,1172490.123931,0
068-072  XI.Diseases of the digestive system,Males,5,2008,5.128205128205129,1140367.855083,4.4969744677973936e-6
068-072  XI.Diseases of the digestive system,Males,5,2007,2.032,1102740.094058,1.8426826148330148e-6
068-072  XI.Diseases of the digestive system,Males,5,2006,2.0123456790123457,1065269.805022,1.8890478914595599e-6
068-072  XI.Diseases of the digestive system,Males,5,2005,2.0161290322580645,1030970.002471,1.955565173987471e-6
068-072  XI.Diseases of the digestive system,Males,5,2004,0,1005157.324393,0
068-072  XI.Diseases of the digestive system,Males,5,2003,0,990537.722212,0
068-072  XI.Diseases of the digestive system,Males,5,2002,1,981895.314744,1.0184385086517296e-6
068-072  XI.Diseases of the digestive system,Males,5,2001,1.0196078431372548,985611.992231,1.0344921238522097e-6
068-072  XI.Diseases of the digestive system,Males,5,2000,3,1004253.246761,2.987294300193548e-6
068-072  XI.Diseases of the digestive system,Males,5,1999,2.0216216216216214,1022949.179538,1.9762678948866815e-6
068-072  XI.Diseases of the digestive system,Males,5,1998,0,1038007.359187,0
068-072  XI.Diseases of the digestive system,Males,5,1997,1,1047232.302421,9.548979702862412e-7
068-072  XI.Diseases of the digestive system,Males,5,1996,3.028708133971292,1057497.5,2.8640333749926516e-6
068-072  XI.Diseases of the digestive system,Males,5,1995,1.009478672985782,1075069.578125,9.389891533777626e-7
068-072  XI.Diseases of the digestive system,Males,5,1994,4,1102159.6875,3.6292381633673205e-6
068-072  XI.Diseases of the digestive system,Males,5,1993,2.032520325203252,1136842.34375,1.7878647258148035e-6
068-072  XI.Diseases of the digestive system,Males,5,1992,5,1179754.6875,4.23816921685255e-6
068-072  XI.Diseases of the digestive system,Males,5,1991,1.0066666666666666,1231264.390625,8.175877369081341e-7
068-072  XI.Diseases of the digestive system,Males,5,1990,3,1291925.328292,2.3221156318424173e-6
068-072  XI.Diseases of the digestive system,Males,5,1989,9,1355273.6345,6.640725364158924e-6
068-072  XI.Diseases of the digestive system,Males,5,1988,6.015665796344647,1424142.0395890002,4.224063070338641e-6
068-072  XI.Diseases of the digestive system,Males,5,1987,5.012376237623762,1493566.6940509998,3.355977511810134e-6
068-072  XI.Diseases of the digestive system,Males,5,1986,8,1555652.412748,5.142536941056331e-6
068-072  XI.Diseases of the digestive system,Males,5,1985,7,1610708.848227,4.345912675469128e-6
068-072  XI.Diseases of the digestive system,Males,5,1984,7.014141414141414,1654931.0300270002,4.238328538698666e-6
068-072  XI.Diseases of the digestive system,Males,5,1983,5,1682838.300959,2.9711707875620894e-6
068-072  XI.Diseases of the digestive system,Males,5,1982,4,1698409.420776,2.3551447319294826e-6
068-072  XI.Diseases of the digestive system,Males,5,1981,12,1704269.472207,7.041140028437055e-6
068-072  XI.Diseases of the digestive system,Males,10,2021,2.0172413793103448,1305667.796712,1.5449882308426893e-6
068-072  XI.Diseases of the digestive system,Males,10,2020,1.0092592592592593,1309907.983772,7.704810351281353e-7
068-072  XI.Diseases of the digestive system,Males,10,2019,3.023076923076923,1299543.018134,2.3262615249302995e-6
068-072  XI.Diseases of the digestive system,Males,10,2018,1,1275249.592666,7.841602191061508e-7
068-072  XI.Diseases of the digestive system,Males,10,2017,1,1246033.013611,8.025469542753148e-7
068-072  XI.Diseases of the digestive system,Males,10,2016,0,1218494.621481,0
068-072  XI.Diseases of the digestive system,Males,10,2015,2,1195593.094914,1.6728099288193544e-6
068-072  XI.Diseases of the digestive system,Males,10,2014,4,1176060.877531,3.4011844764341833e-6
068-072  XI.Diseases of the digestive system,Males,10,2013,1,1155180.403915,8.656656541358554e-7
068-072  XI.Diseases of the digestive system,Males,10,2012,3.0236220472440944,1139620.673084,2.653182869227599e-6
068-072  XI.Diseases of the digestive system,Males,10,2011,1.0076335877862594,1123704.352558,8.967070257336664e-7
068-072  XI.Diseases of the digestive system,Males,10,2010,3.0431654676258995,1104277.098638,2.755798767699971e-6
068-072  XI.Diseases of the digestive system,Males,10,2009,2,1088524.656373,1.8373492858343382e-6
068-072  XI.Diseases of the digestive system,Males,10,2008,2,1078629.171751,1.85420536768284e-6
068-072  XI.Diseases of the digestive system,Males,10,2007,2.035928143712575,1071884.735755,1.8993909287070261e-6
068-072  XI.Diseases of the digestive system,Males,10,2006,0,1070743.261519,0
068-072  XI.Diseases of the digestive system,Males,10,2005,0,1074987.26595,0
068-072  XI.Diseases of the digestive system,Males,10,2004,1.0103092783505154,1082450.399845,9.333538779191965e-7
068-072  XI.Diseases of the digestive system,Males,10,2003,2.0303030303030303,1087619.129065,1.8667408250243198e-6
068-072  XI.Diseases of the digestive system,Males,10,2002,1.015384615384615,1083301.182534,9.373059235562561e-7
068-072  XI.Diseases of the digestive system,Males,10,2001,4.03960396039604,1086070.84375,3.719466353086177e-6
068-072  XI.Diseases of the digestive system,Males,10,2000,1.004566210045662,1105523.4375,9.086792518097673e-7
068-072  XI.Diseases of the digestive system,Males,10,1999,3,1131783.96875,2.6506825355667063e-6
068-072  XI.Diseases of the digestive system,Males,10,1998,3.025531914893617,1164645.4375,2.597813735816586e-6
068-072  XI.Diseases of the digestive system,Males,10,1997,1.0040485829959511,1206762.640625,8.3201828528263e-7
068-072  XI.Diseases of the digestive system,Males,10,1996,2.020618556701031,1259196.75,1.6046885101164936e-6
068-072  XI.Diseases of the digestive system,Males,10,1995,3.0211267605633805,1317394.4375,2.2932590836625424e-6
068-072  XI.Diseases of the digestive system,Males,10,1994,7.046511627906977,1376721.84375,5.118326305271116e-6
068-072  XI.Diseases of the digestive system,Males,10,1993,5.040983606557377,1440735.53125,3.4988958745147052e-6
068-072  XI.Diseases of the digestive system,Males,10,1992,4.069364161849711,1503940.8125,2.7058007389833438e-6
068-072  XI.Diseases of the digestive system,Males,10,1991,2.009153318077803,1560488.734375,1.287515426301684e-6
068-072  XI.Diseases of the digestive system,Males,10,1990,6.012658227848101,1616743.0115520002,3.7189944133893123e-6
068-072  XI.Diseases of the digestive system,Males,10,1989,4.008849557522124,1661327.132502,2.4130404416405916e-6
068-072  XI.Diseases of the digestive system,Males,10,1988,8.017467248908297,1687563.9959840002,4.750911531644403e-6
068-072  XI.Diseases of the digestive system,Males,10,1987,2,1702162.447251,1.1749759861228339e-6
068-072  XI.Diseases of the digestive system,Males,10,1986,7,1707459.486582,4.099658032889923e-6
068-072  XI.Diseases of the digestive system,Males,10,1985,8,1702864.584363,4.697966047014011e-6
068-072  XI.Diseases of the digestive system,Males,10,1984,6,1695015.2864940001,3.5397910849585946e-6
068-072  XI.Diseases of the digestive system,Males,10,1983,8.028622540250447,1687403.7505410002,4.757973625266853e-6
068-072  XI.Diseases of the digestive system,Males,10,1982,10,1685005.402293,5.934699073600438e-6
068-072  XI.Diseases of the digestive system,Males,10,1981,8.013333333333334,1690987.09749,4.738849483374441e-6
068-072  XI.Diseases of the digestive system,Males,15,2021,7.0462046204620465,1270361.972411,5.546611732315291e-6
068-072  XI.Diseases of the digestive system,Males,15,2020,1.0125523012552302,1250834.04827,8.095017102034185e-7
068-072  XI.Diseases of the digestive system,Males,15,2019,3.022727272727273,1221434.111543,2.4747362499224416e-6
068-072  XI.Diseases of the digestive system,Males,15,2018,2.00749063670412,1183144.723594,1.6967414016824849e-6
068-072  XI.Diseases of the digestive system,Males,15,2017,3,1154658.086455,2.598171731694634e-6
068-072  XI.Diseases of the digestive system,Males,15,2016,2,1134343.025826,1.7631350962321566e-6
068-072  XI.Diseases of the digestive system,Males,15,2015,1.0036101083032491,1115879.893525,8.993890060451784e-7
068-072  XI.Diseases of the digestive system,Males,15,2014,1.0042194092827004,1104523.414301,9.091879776203954e-7
068-072  XI.Diseases of the digestive system,Males,15,2013,2.015686274509804,1107763.936949,1.8195991106746089e-6
068-072  XI.Diseases of the digestive system,Males,15,2012,2.0071942446043165,1123374.81878,1.7867538163123116e-6
068-072  XI.Diseases of the digestive system,Males,15,2011,2.006369426751593,1140016.588147,1.7599475723531145e-6
068-072  XI.Diseases of the digestive system,Males,15,2010,5.028490028490029,1157537.71643,4.344126292487954e-6
068-072  XI.Diseases of the digestive system,Males,15,2009,7.0165094339622645,1177352.566873,5.95956524102022e-6
068-072  XI.Diseases of the digestive system,Males,15,2008,5.009487666034156,1191981.049901,4.202657136579662e-6
068-072  XI.Diseases of the digestive system,Males,15,2007,8.02721088435374,1190363.603001,6.7434948986314044e-6
068-072  XI.Diseases of the digestive system,Males,15,2006,6.020689655172414,1184814.96712,5.081544226105838e-6
068-072  XI.Diseases of the digestive system,Males,15,2005,4.011799410029498,1192886.211804,3.363103178099829e-6
068-072  XI.Diseases of the digestive system,Males,15,2004,5.007575757575758,1203677.87607,4.160229125358238e-6
068-072  XI.Diseases of the digestive system,Males,15,2003,12.016216216216216,1223545.768217,9.820814658798363e-6
068-072  XI.Diseases of the digestive system,Males,15,2002,4.005689900426742,1247538.9406,3.2108736409464044e-6
068-072  XI.Diseases of the digestive system,Males,15,2001,5.013192612137203,1286006.609375,3.898263489153931e-6
068-072  XI.Diseases of the digestive system,Males,15,2000,9.010452961672474,1346769.75,6.6904182854362996e-6
068-072  XI.Diseases of the digestive system,Males,15,1999,5.0108813928182805,1410324.109375,3.5529998810265714e-6
068-072  XI.Diseases of the digestive system,Males,15,1998,5.005482456140351,1478980.3125,3.3844145279251993e-6
068-072  XI.Diseases of the digestive system,Males,15,1997,8.032753326509724,1546882.734375,5.192865075034447e-6
068-072  XI.Diseases of the digestive system,Males,15,1996,8.032719836400817,1606719.25,4.999454532209542e-6
068-072  XI.Diseases of the digestive system,Males,15,1995,10.019212295869355,1657736,6.043913081376863e-6
068-072  XI.Diseases of the digestive system,Males,15,1994,7.0136186770428015,1693896.5625,4.140523590585421e-6
068-072  XI.Diseases of the digestive system,Males,15,1993,11,1710374.03125,6.431341799524881e-6
068-072  XI.Diseases of the digestive system,Males,15,1992,8.012066365007541,1714739.625,4.672468197617782e-6
068-072  XI.Diseases of the digestive system,Males,15,1991,8.01051939513478,1711145.203125,4.681379102431209e-6
068-072  XI.Diseases of the digestive system,Males,15,1990,9.00563556668754,1702295.921688,5.290287929349871e-6
068-072  XI.Diseases of the digestive system,Males,15,1989,9,1692763.321619,5.316750360228848e-6
068-072  XI.Diseases of the digestive system,Males,15,1988,23,1683712.0871410002,1.366029273986788e-5
068-072  XI.Diseases of the digestive system,Males,15,1987,13,1677485.650968,7.749693711238779e-6
068-072  XI.Diseases of the digestive system,Males,15,1986,15,1675781.89189,8.95104552244715e-6
068-072  XI.Diseases of the digestive system,Males,15,1985,20.031545741324923,1678102.588378,1.1937020942615176e-5
068-072  XI.Diseases of the digestive system,Males,15,1984,18,1687270.93041,1.0668114809295073e-5
068-072  XI.Diseases of the digestive system,Males,15,1983,16.012470771628994,1697764.806827,9.431501175687077e-6
068-072  XI.Diseases of the digestive system,Males,15,1982,13.011120615911034,1694826.820904,7.676961713982707e-6
068-072  XI.Diseases of the digestive system,Males,15,1981,24,1677808.73979,1.4304371786145253e-5
068-072  XI.Diseases of the digestive system,Males,20,2021,5.019762845849803,1235830.371017,4.0618542508539395e-6
068-072  XI.Diseases of the digestive system,Males,20,2020,8,1217067.749076,6.573175573893577e-6
068-072  XI.Diseases of the digestive system,Males,20,2019,5.0359712230215825,1185561.718109,4.247751210332668e-6
068-072  XI.Diseases of the digestive system,Males,20,2018,3.0136674259681095,1158416.580423,2.601540306741516e-6
068-072  XI.Diseases of the digestive system,Males,20,2017,6.014742014742015,1150664.306336,5.227190920603457e-6
068-072  XI.Diseases of the digestive system,Males,20,2016,6.015,1157128.678226,5.198211843838861e-6
068-072  XI.Diseases of the digestive system,Males,20,2015,2.0049261083743843,1171440.131874,1.7115053973496906e-6
068-072  XI.Diseases of the digestive system,Males,20,2014,7.014925373134329,1193077.086123,5.8796916433370565e-6
068-072  XI.Diseases of the digestive system,Males,20,2013,3.0138568129330254,1223040.683789,2.464232672617274e-6
068-072  XI.Diseases of the digestive system,Males,20,2012,5.00984251968504,1256985.860884,3.98559973949251e-6
068-072  XI.Diseases of the digestive system,Males,20,2011,5.008591065292096,1288309.118393,3.8877246103323945e-06
068-072  XI.Diseases of the digestive system,Males,20,2010,2.006768189509306,1327179.3952,1.5120549616481165e-6
068-072  XI.Diseases of the digestive system,Males,20,2009,3.009419152276295,1378811.2433039998,2.182618662917865e-6
068-072  XI.Diseases of the digestive system,Males,20,2008,13,1426683.923557,9.112039313927697e-6
068-072  XI.Diseases of the digestive system,Males,20,2007,15,1449065.949256,1.0351495739515176e-5
068-072  XI.Diseases of the digestive system,Males,20,2006,6.006172839506172,1468584.083428,4.0897711661741805e-6
068-072  XI.Diseases of the digestive system,Males,20,2005,6.011029411764706,1516171.462638,3.9646105733358564e-6
068-072  XI.Diseases of the digestive system,Males,20,2004,7,1541264.952569,4.541723983493112e-6
068-072  XI.Diseases of the digestive system,Males,20,2003,12.036036036036036,1589771.810126,7.570920530464117e-6
068-072  XI.Diseases of the digestive system,Males,20,2002,9.006474820143884,1624397.843046,5.544500602915931e-6
068-072  XI.Diseases of the digestive system,Males,20,2001,8.011527377521613,1649878.765625,4.855827921687761e-6
068-072  XI.Diseases of the digestive system,Males,20,2000,6.0078380143696934,1701280.5,3.53136241458695e-6
068-072  XI.Diseases of the digestive system,Males,20,1999,10.006493506493506,1737372.40625,5.759555907815895e-6
068-072  XI.Diseases of the digestive system,Males,20,1998,19.046740467404675,1753119.8125,1.0864483038522888e-5
068-072  XI.Diseases of the digestive system,Males,20,1997,11,1754100.09375,6.271021841452427e-6
068-072  XI.Diseases of the digestive system,Males,20,1996,18,1745826.25,1.0310304361616742e-5
068-072  XI.Diseases of the digestive system,Males,20,1995,15.016769144773615,1728522.890625,8.687631055521542e-6
068-072  XI.Diseases of the digestive system,Males,20,1994,15.04,1708922.375,8.800867856856284e-6
068-072  XI.Diseases of the digestive system,Males,20,1993,16,1690625.09375,9.463955112904523e-6
068-072  XI.Diseases of the digestive system,Males,20,1992,32,1674073.6875,1.9115048661799124e-5
068-072  XI.Diseases of the digestive system,Males,20,1991,28.031507876969243,1657385.421875,1.6913089440147965e-5
068-072  XI.Diseases of the digestive system,Males,20,1990,25.00947687642153,1649134.2162780005,1.5165216165890038e-5
068-072  XI.Diseases of the digestive system,Males,20,1989,35,1652177.4826100003,2.1184164757353626e-5
068-072  XI.Diseases of the digestive system,Males,20,1988,39.01584721657863,1656525.954552,2.3552813711953152e-5
068-072  XI.Diseases of the digestive system,Males,20,1987,30,1648938.597304,1.8193521607808643e-5
068-072  XI.Diseases of the digestive system,Males,20,1986,35,1631146.3054149998,2.1457302685730096e-5
068-072  XI.Diseases of the digestive system,Males,20,1985,38,1609980.7279440002,2.3602767002389704e-5
068-072  XI.Diseases of the digestive system,Males,20,1984,38.041666666666664,1580792.730294,2.4064930169302827e-5
068-072  XI.Diseases of the digestive system,Males,20,1983,36,1549606.913345,2.323169811000002e-5
068-072  XI.Diseases of the digestive system,Males,20,1982,38,1524800.725014,2.4921289304640842e-5
068-072  XI.Diseases of the digestive system,Males,20,1981,45,1494005.846945,3.0120364048117823e-5
068-072  XI.Diseases of the digestive system,Males,25,2021,13.06576728499157,1275673.951768,1.0242246670384135e-5
068-072  XI.Diseases of the digestive system,Males,25,2020,12.04152249134948,1286450.930418,9.36026567872036e-6
068-072  XI.Diseases of the digestive system,Males,25,2019,5.018656716417911,1279118.738951,3.923526849847959e-6
068-072  XI.Diseases of the digestive system,Males,25,2018,7.011705685618729,1265492.089228,5.540694995490762e-6
068-072  XI.Diseases of the digestive system,Males,25,2017,7.02401372212693,1260861.401175,5.570805574332939e-6
068-072  XI.Diseases of the digestive system,Males,25,2016,7.026515151515151,1272633.406127,5.521240537680774e-6
068-072  XI.Diseases of the digestive system,Males,25,2015,6,1301374.27892,4.610510671057178e-6
068-072  XI.Diseases of the digestive system,Males,25,2014,16,1347887.60939,1.187042590831513e-5
068-072  XI.Diseases of the digestive system,Males,25,2013,9,1414300.9828760002,6.363567662732142e-6
068-072  XI.Diseases of the digestive system,Males,25,2012,11,1502349.604895,7.321864341135694e-6
068-072  XI.Diseases of the digestive system,Males,25,2011,8.010840108401084,1593239.348256,5.028020502487558e-6
068-072  XI.Diseases of the digestive system,Males,25,2010,11,1688844.003724,6.513330997856733e-6
