cause,sex,age,2020,2019,contrib
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,55,2.146320168582827e-5,2.378392162540812e-5,3.287968182092982e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,60,3.0161836086895235e-5,2.648849154905897e-5,-4.323730101560841e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,65,1.323822236650422e-5,2.5347726573207164e-5,0.001141480587790511
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,70,1.429423073419378e-5,1.1846963592033837e-5,-1.7517064020466933e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,75,1.5332723941033136e-5,1.5981448235248375e-5,3.248803987787596e-5
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,80,3.4105541130845224e-5,2.6907812243385285e-5,-2.2090632572258073e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,85,3.194930695075574e-5,2.5672822747750612e-5,-9.507176628176239e-5
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,90,4.9679021431695546e-5,2.384885423929283e-5,-1.3114474424469336e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,95,7.418607993845017e-5,2.1921004085824224e-5,0
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,0,0.00156056762327572,0.00133500567915722,-0.017976995634356285
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,1,1.9017285572496624e-5,1.209509543159366e-5,-0.0021317718251765427
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,5,6.709734450124137e-6,4.1947179395629176e-6,-9.117795579953736e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,10,3.0819241405125413e-6,3.1016820332403996e-6,6.670907694683592e-6
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,15,4.047508551017092e-6,4.1245604165374024e-6,2.409738416986329e-5
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,20,8.216469467366971e-6,8.495502420665334e-6,8.03274176917057e-5
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,25,6.240177119146907e-6,7.062348329726327e-6,2.1627927418421677e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,30,5.075796736580426e-6,5.040617621502377e-6,-8.382957759067722e-6
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,35,4.330370386595497e-6,7.735222241809326e-6,7.272749538316248e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,40,5.5816205312192495e-6,7.986156716864071e-6,4.5445326037452105e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,45,1.2705840270287294e-5,1.289473155996116e-5,3.107866749019195e-5
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,50,1.5258460790389793e-5,1.2637096720832037e-5,-3.6780425510585246e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,55,2.3944941199580648e-5,3.123935274493376e-5,8.50082386136819e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,60,2.640879289671809e-5,2.738919394178948e-5,9.166496779755562e-5
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,65,2.3045312201095417e-5,2.34383930742384e-5,2.8136785033439082e-5
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,70,2.3459392952551903e-5,1.473909342328912e-5,-4.4719904965973e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,75,1.1490254793961144e-5,2.401314358848765e-5,4.1670696697337917e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,80,2.2901752596466863e-5,2.2494918530230163e-5,-7.533809238680078e-6
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,85,3.0248630388339696e-5,2.2246075212622497e-5,-6.506650119320057e-5
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,90,1.0214986016775792e-4,4.557890661419316e-5,-1.364298565675881e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Males,95,1.8668398417968956e-4,1.3056739313806087e-4,0
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,0,4.852601804110671e-4,1.728049132304083e-4,-0.026585489817904318
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,1,5.020182498458191e-6,1.4562563821172615e-5,0.003143338322260547
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,5,3.61978086980043e-6,2.6454055872279444e-06,-3.793499610935669e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,10,2.4438258117478157e-6,3.2807320494286807e-6,3.0497494020664817e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,15,1.7223910250846728e-6,3.4976381388397004e-6,6.026913390542177e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,20,2.6451511547806363e-6,8.946901824339457e-6,0.0019825371843040784
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,25,8.014968264317185e-6,1.2889323121603607e-5,0.001412207774876606
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,30,1.096768701338542e-5,9.325460999389786e-6,-4.3497073845344403e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,35,4.924218242601359e-6,1.6636376079179403e-5,0.002811425728651784
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,40,1.5967612352334775e-5,2.147949648389468e-5,0.0011865401211537119
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,45,2.121359828741886e-5,2.7868319201179596e-5,0.0012682148062737042
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,50,3.254248387841618e-5,3.936984307364877e-5,0.0011334276367023222
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,55,3.828571111526124e-5,6.12435981854259e-5,0.0032526459108055406
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,60,4.524275413034286e-5,9.169093228520413e-5,0.005467207989397593
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,65,7.008470664619882e-5,1.0851995439154315e-4,0.003623029352937124
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,70,1.395789589338922e-4,1.227006943460647e-4,-0.0012081134757977452
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,75,2.105694087901884e-4,2.482451625875248e-4,0.001886797521706285
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,80,7.162163637477497e-4,7.12416362253439e-4,-1.1662628325836977e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,85,0.00170289806047528,0.00170884726414715,9.01143509963731e-5
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,90,0.00488179183935461,0.00475273595197335,-6.552416491842905e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Females,95,0.01459346172503512,0.01367870654955431,0
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,0,3.317742191216109e-4,5.933358574032107e-4,0.020846124765952823
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,1,6.339095190832207e-6,1.5118869289492075e-5,0.0027038371778331793
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,5,8.387168062655171e-7,8.389435879125835e-7,8.221611835779186e-8
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,10,0,5.427943558170699e-6,0.0018326504261096943
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,15,4.047508551017092e-6,1.1548769166304726e-5,0.00234596213655891
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,20,1.5611291987997244e-5,1.6991004841330672e-5,3.971888242517707e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,25,1.5600442797867268e-5,2.5110571839026935e-5,0.002501722001483131
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,30,1.9578073126810215e-5,4.3925382130235e-5,0.005801807750842158
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,35,2.5363597978630768e-5,5.414655569266528e-5,0.006148027912260545
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,40,4.566780434633931e-5,6.438838852971657e-5,0.003538158655459256
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,45,6.454566857305946e-5,1.134736377276582e-4,0.008050218137142906
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,50,1.0898900564564135e-4,1.4999684368639766e-4,0.0057538201202191885
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,55,1.2451369423781936e-4,2.058122063195636e-4,0.009474435697939043
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,60,1.6331753501917762e-4,2.5371042809236574e-4,0.008451502245350184
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,65,1.8521602769028535e-4,2.960182236413072e-4,0.007931237000732949
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,70,2.844451395496919e-4,3.498078172460617e-4,0.003351963685773285
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,75,4.391830721247372e-4,4.2156407633122767e-4,-5.862831188068185e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,80,9.141616244756356e-4,0.00104788828819988,0.0024763687802789036
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,85,0.00210640462522438,0.00204663891956126,-4.859379628356919e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,90,0.00528990347297317,0.00496050433651135,-7.943984346070465e-4
"086-089  XVIII. Symptoms, signs and abnormal clinical and laboratory findings, not classified elsewhere (2)",Males,95,0.01157440701914075,0.01197955832041708,0
090-102  XX.External causes of mortality,Females,0,1.5738168013331905e-4,6.646342816554165e-5,-0.007735847385930583
090-102  XX.External causes of mortality,Females,1,1.6733941661527302e-5,3.559737822953306e-5,0.006213770027500232
090-102  XX.External causes of mortality,Females,5,6.334616522150753e-6,1.0581622348911776e-5,0.0016534712283657882
090-102  XX.External causes of mortality,Females,10,1.5477563474402833e-5,1.3943111210071891e-5,-5.591659692498752e-4
090-102  XX.External causes of mortality,Females,15,3.6170211526778136e-5,4.5469295804916106e-5,0.003157012627738709
090-102  XX.External causes of mortality,Females,20,4.584928668286436e-5,5.457610112847069e-5,0.002745464720220525
090-102  XX.External causes of mortality,Females,25,7.293621120528638e-5,7.169685986392008e-5,-3.590673333064842e-4
090-102  XX.External causes of mortality,Females,30,5.4107255932701405e-5,5.953948176533479e-5,0.0014388149143229612
090-102  XX.External causes of mortality,Females,35,8.18651282832476e-5,7.308122349068097e-5,-0.002108518026858519
090-102  XX.External causes of mortality,Females,40,9.323025276685789e-5,7.313257136183187e-5,-0.004326416296109414
090-102  XX.External causes of mortality,Females,45,9.46850850389671e-5,9.464712181532693e-5,-7.2347921218351985e-6
090-102  XX.External causes of mortality,Females,50,1.296275607823578e-4,1.284987933653814e-4,-1.8738961135511545e-4
090-102  XX.External causes of mortality,Females,55,1.415411138200567e-4,1.1951420616767578e-4,-0.0031207458631428153
090-102  XX.External causes of mortality,Females,60,1.4097379910179295e-4,1.3991357074631151e-4,-1.2479475333293522e-4
090-102  XX.External causes of mortality,Females,65,1.6586713906267055e-4,1.758498531016247e-4,9.410025460283578e-4
090-102  XX.External causes of mortality,Females,70,2.5477364190945384e-4,2.6909531587619706e-4,0.0010251176727962275
090-102  XX.External causes of mortality,Females,75,4.006951856589992e-4,4.805088769398012e-4,0.003997060701763644
090-102  XX.External causes of mortality,Females,80,8.91991075729798e-4,9.110216430974732e-4,5.840693334562275e-4
090-102  XX.External causes of mortality,Females,85,0.0017715890704194,0.00187251150916406,0.0015287020880947466
090-102  XX.External causes of mortality,Females,90,0.00347421956545657,0.00352281646906125,2.467358591786706e-4
090-102  XX.External causes of mortality,Females,95,0.00607266054353313,0.00628036767058864,0
090-102  XX.External causes of mortality,Males,0,1.8431901062311717e-4,1.2361163695900218e-4,-0.004838299277722058
090-102  XX.External causes of mortality,Males,1,5.5467082919781816e-5,5.896359022901909e-5,0.0010767915380256454
090-102  XX.External causes of mortality,Males,5,1.0064601675186205e-5,8.389435879125835e-6,-6.073049311936529e-4
090-102  XX.External causes of mortality,Males,10,1.8491544843075248e-5,2.63642972825434e-5,0.0026580974834757853
090-102  XX.External causes of mortality,Males,15,8.985468983257946e-5,1.1878733999627718e-4,0.009048466021368995
090-102  XX.External causes of mortality,Males,20,2.0951997141785777e-4,2.140866610007665e-4,0.0013146489588677923
090-102  XX.External causes of mortality,Males,25,2.550672397451298e-4,2.6130688819987405e-4,0.0016413936922958783
090-102  XX.External causes of mortality,Males,30,3.1832496676554385e-4,2.585116751599076e-4,-0.01425312418707847
090-102  XX.External causes of mortality,Males,35,3.012700540388581e-4,2.8620322294694504e-4,-0.003218268915318845
090-102  XX.External causes of mortality,Males,40,3.4910499322534944e-4,3.0896443798367874e-4,-0.007586496851459401
090-102  XX.External causes of mortality,Males,45,3.832081425518648e-4,4.0644193876997577e-4,0.003822703679333017
090-102  XX.External causes of mortality,Males,50,4.4739986817535774e-4,4.269140935689779e-4,-0.002874364212757996
090-102  XX.External causes of mortality,Males,55,4.405869180722839e-4,4.134620216241233e-4,-0.003161104436301798
090-102  XX.External causes of mortality,Males,60,4.4964444747833154e-4,4.6417476048716915e-4,0.0013585467710726107
090-102  XX.External causes of mortality,Males,65,4.950474472827904e-4,4.8092110233807675e-4,-0.0010111657872897695
090-102  XX.External causes of mortality,Males,70,6.67615224441373e-4,6.858591472970537e-4,9.355945786069242e-4
090-102  XX.External causes of mortality,Males,75,8.962398739289695e-4,0.00102856298370688,0.004403134344613591
090-102  XX.External causes of mortality,Males,80,0.00173480775918236,0.00188394942690677,0.0027618259478998652
090-102  XX.External causes of mortality,Males,85,0.0029313672721791,0.00298375483789299,4.2594840438425763e-4
090-102  XX.External causes of mortality,Males,90,0.00497615747388649,0.00556062660693156,0.0014095403210916402
090-102  XX.External causes of mortality,Males,95,0.00883637525117197,0.00776875989171462,0
